BH & MT LLC,Truck,DOLORES ST: 14TH ST intersection,2001 MARKET ST,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.768320249510616,-122.42711064395493
BH & MT LLC,Truck,23RD ST: START: 100-699 BLOCK to ILLINOIS ST (100 - 699),401 23RD ST,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.755030726766726,-122.38453073422282
The Geez Freeze,Truck,18TH ST: DOLORES ST to CHURCH ST (3700 - 3799),3750 18TH ST,Snow Cones: Soft Serve Ice Cream & Frozen Virgin Daiquiris,37.76201920035647,-122.42730642251331
BH & MT LLC,Truck,MARKET ST: CHURCH ST to 15TH ST (2101 - 2195) -- SOUTH --,2145 MARKET ST,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.7666247727157,-122.42951117634738
"BOWL'D ACAI, LLC.",Truck,BUCHANAN ST: NORTH POINT ST to BEACH ST \ LOWER FORT MASON ST \ MARINA BLVD (3700 - 3799),15 MARINA BLVD,Acai Bowls: Poke Bowls: Smoothies: Juices,37.80457786909011,-122.43301077434302
"Santana ESG, Inc.",Truck,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,37.790485146128,-122.40094044068951
Plaza Garibaldy,Truck,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),475 CALIFORNIA ST,Tacos: burritos: quesadillas,37.792346385148,-122.40238532279395
May Catering,Truck,TREAT AVE: MISTRAL ST to END: 650-699 BLOCK (630 - 699),630 TREAT AVE,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75995142942794,-122.41404968022418
Quan Catering,Truck,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1575 BURKE AVE,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.744178447375724,-122.38671592975922
Liang Bai Ping,Truck,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),Assessors Block /Lot,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,0,0
Reecees Soulicious,Truck,BAY SHORE BLVD: BAY SHORE BLVD to OAKDALE AVE (185 - 299) -- EAST --,201 BAY SHORE BLVD,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,37.74530890865633,-122.40342005999852
Mini Mobile Food Catering,Truck,FREMONT ST: TRANSBAY HUMP to NATOMA ST (116 - 169),147 FREMONT ST,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.79018557063344,-122.39547172580944
Got Snacks,Push Cart,03RD ST: TERRY A FRANCOIS BLVD to CHANNEL ST (1000 - 1099),1020 03RD ST,sunflower seeds: crackerjacks: bottled water: peanuts: candy,37.77551013804947,-122.39099930600248
May Catering,Truck,DONNER AVE: START: 1600-1699 BLOCK to 03RD ST (1600 - 1699),1600 DONNER AVE,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.72400910654023,-122.3929867825778
Scotch Bonnet,Truck,01ST ST: STEVENSON ST to JESSIE ST (21 - 56),50 01ST ST,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.790149073725544,-122.39865818460403
May Catering,Truck,MISSION CREEK: 05TH ST to 06TH ST (0 - 0),Assessors Block 3810/Lot008,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77203911352496,-122.39597463158631
Cochinita,Truck,BEALE ST: BRYANT ST \ DELANCEY ST to END: 500-501 BLOCK (500 - 599),501 BEALE ST,Mexican Food: Yucatan Food: Street Food,37.78623677446536,-122.38906620560476
Mike's Catering,Truck,23RD ST: START: 100-699 BLOCK to ILLINOIS ST (100 - 699),435 23RD ST,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.755030726766726,-122.38453073422282
Liang Bai Ping,Truck,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),931 PALOU AVE,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72673391124156,-122.37897200523552
Park's Catering,Truck,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),300 NEWHALL ST,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74322468386162,-122.38534297342117
Park's Catering,Truck,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),190 NAPOLEON ST,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74758627625646,-122.39886570079622
Park's Catering,Truck,INNES AVE: ARELIOUS WALKER DR to GRIFFITH ST (800 - 899),Assessors Block 4645/Lot015,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.73213495192223,-122.37539807856734
Park's Catering,Truck,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74459119509166,-122.39307688085802
Buenafe,Truck,MISSISSIPPI ST: 07TH ST \ 16TH ST to 17TH ST (1 - 99),901 16TH ST,Tacos burritos quesadillas tortas pupusas flautas tamales,37.76612469442701,-122.39547306227007
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,POST ST: STOCKTON ST to POWELL ST (300 - 399),345 STOCKTON ST,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78891014957045,-122.40719603412224
Papalote Inc.,Truck,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,Mexican; Burritos: Burrito Bowls: Salads,37.78798864899528,-122.39610066847152
Buenafe,Truck,EVANS AVE: PHELPS ST to QUINT ST (1600 - 1699),750 PHELPS ST,Tacos: Burritos: Quesadillas: Tortas,37.73944545286909,-122.39301498669842
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),233 GEARY ST,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.787242602596706,-122.40687973821338
DO UC US Mobile Catering,Truck,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2590 MARIN ST,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.74837582577795,-122.40320062649582
"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,MISSION ST: 10TH ST to 11TH ST (1400 - 1499),1455 MARKET ST,Tacos: burritos: soda & juice,37.77522830783405,-122.41746613186956
Fillmore Square,Truck,WEBSTER ST: EDDY ST to ELLIS ST (1201 - 1299) -- WEST --,1223 WEBSTER ST,Breakfast and lunch items with a nod to various cultures,37.782391510187836,-122.43111456170246
Senor Sisig,Truck,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,Filipino fusion food: taco: burrito: nachos: rice plates,37.78561008636915,-122.40815476434545
La Jefa,Truck,BAY SHORE BLVD: WATERLOO ST to MARENGO ST (501 - 559) -- EAST --,531 BAY SHORE BLVD,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,37.738726803987134,-122.40673602990493
Fillmore Square,Truck,FILLMORE ST: TURK ST to EDDY ST (1200 - 1299),1290 FILLMORE ST,Breakfast and lunch items with a nod to various cultures,37.78127594842663,-122.43184035948617
Senor Sisig,Truck,02ND ST: MISSION ST to MINNA ST (100 - 130),120 02ND ST,Filipino fusion food: taco: burrito: nachos: rice plates,37.787514060738104,-122.39956633142907
Think is Good Inc.,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,37.793262206923096,-122.4017890913628
Senor Sisig,Truck,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,0,0
Think is Good Inc.,Truck,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,37.78886471534304,-122.39935935136297
CARDONA'S FOOD TRUCK,Truck,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1888 MISSION ST,Tacos: Burritos: Quesadillas: Various Drinks,37.766897602559155,-122.42032247306807
CARDONA'S FOOD TRUCK,Truck,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1800 MISSION ST,Tacos: Burritos: Quesadillas: Various Drinks,37.767817181414145,-122.42057533514163
Fillmore Square,Truck,FILLMORE ST: TURK ST to EDDY ST (1200 - 1299),1245 FILLMORE ST,Breakfast and lunch items with a nod to various cultures,37.78085752242169,-122.43305677044793
Think is Good Inc.,Truck,PINE ST: FRONT ST to BATTERY ST (100 - 199),100 PINE ST,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,37.79264071673365,-122.39897033211076
Senor Sisig,Truck,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),101 CALIFORNIA ST,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,37.792948952834664,-122.39809861316652
Fillmore Square,Truck,EDDY ST: WEBSTER ST to FILLMORE ST (1400 - 1499),1290 FILLMORE ST,Breakfast and lunch items with a nod to various cultures,37.78127594842663,-122.43184035948617
Senor Sisig,Truck,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,Various menu items & drinks,37.799260113502285,-122.39961794865545
California Kahve,Truck,LA PLAYA: LINCOLN WAY \ MARTIN LUTHER KING JR DR to IRVING ST (1200 - 1299),1234 GREAT HWY,Drip Coffee: Espresso Drinks: Matcha Green Tea: Black Teas: Herbal Teas: Crossaints: Savory and Sweet Breads,37.76360804110198,-122.50959579624613
Senor Sisig,Truck,MISSION ST: 05TH ST to MINT ST (900 - 930),901 MISSION ST,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,37.78215364099855,-122.40660110683912
Senor Sisig,Truck,10TH ST: FELL ST \ MARKET ST \ POLK ST to STEVENSON ST (1 - 18),8 10TH ST,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,37.7758255197583,-122.41724962664345
Buenafe,Truck,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,Tacos: Burritos: Quesadillas: Tortas,37.74574924062031,-122.3924814876784
Senor Sisig,Truck,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,37.799260113502285,-122.39961794865545
DO UC US Mobile Catering,Truck,04TH ST: MISSION BAY BLVD to NELSON RISING LN (1400 - 1499),1420 04TH ST,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.76989774889607,-122.3910982796345
DO UC US Mobile Catering,Truck,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.763864032383225,-122.4583917498439
"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,25TH ST: ALABAMA ST to HARRISON ST (3042 - 3099),3065 25TH ST,Tacos: burritos: soda & juice,37.7509316476402,-122.4114199662057
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),251 GEARY ST,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78717629174164,-122.40739807595821
DO UC US Mobile Catering,Truck,03RD ST: MISSION BAY BLVD to WARRIORS WAY (1401 - 1599) -- EAST --,1501 03RD ST,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.77089223103183,-122.3891692314827
"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,FOLSOM ST: 11TH ST to NORFOLK ST (1500 - 1548),1501 FOLSOM ST,Tacos: burritos: soda & juice,37.771586702670334,-122.41400704302406
Singh Brothers Ice Cream,Truck,PENINSULA AVE: BLANKEN AVE to LATHROP AVE (300 - 399),360 PENINSULA AVE,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7108412835853,-122.39964261496316
Bonito Poke,Truck,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,Bonito Poke Bowls & Various Drinks,37.78911920766765,-122.39588103933524
May Catering,Truck,MINNESOTA ST: 20TH ST to 22ND ST (800 - 999),900 MINNESOTA ST,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0
"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,Tacos: Burritos: Tortas: Quesadillas: Sodas: Chips: Candy,37.74925585952909,-122.39097537957679
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: GRANT AVE to STOCKTON ST (100 - 199),100 GEARY ST,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.7879142297241,-122.40527052309521
Papalote Inc.,Truck,SPEAR ST: MARKET ST to MISSION ST (1 - 99),60 SPEAR ST,Mexican; Burritos: Burrito Bowls: Salads,37.792535988431084,-122.39459319923499
Park's Catering,Truck,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),1650 DAVIDSON AVE,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74671130304029,-122.39215031945261
CC Acquisition LLC,Push Cart,MARKET ST: MAIN ST to BEALE ST \ DAVIS ST \ PINE ST (214 - 298) -- NORTH --,298 MARKET ST,Indian Chai (Tea),37.793213731663414,-122.39704303671823
Park's Catering,Truck,ARELIOUS WALKER DR: PALOU AVE to QUESADA AVE (1300 - 1399),Assessors Block 4755/Lot049,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.726382932182176,-122.37843478266778
Wu Wei LLC dba MoBowl,Truck,STEUART LN: HOWARD ST \ STEUART ST to END: 200-249 BLOCK (1 - 99),75 HOWARD ST,Various types of meat: veggie: and seafood bowls.,37.79155786415492,-122.39167149978557
Park's Catering,Truck,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),330 NEWHALL ST,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74298987477535,-122.38677326717601
Park's Catering,Truck,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1555 BURKE AVE,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74371347536804,-122.38596479003613
Park's Catering,Truck,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1000 EVANS AVE,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.737726866595764,-122.37657291457295
Park's Catering,Truck,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2020 EVANS AVE,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,0,0
Park's Catering,Truck,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.748801377714486,-122.40055245878467
Park's Catering,Truck,03RD ST: EVANS AVE to FAIRFAX AVE (3801 - 3899) -- EAST --,3801 03RD ST,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.741026207788686,-122.38779292799353
Park's Catering,Truck,INNES AVE: EARL ST to ARELIOUS WALKER DR (700 - 799),Assessors Block 4644/Lot008,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.730906150359694,-122.37330257748522
San Francisco's Hometown Creamery,Truck,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),281 GEARY ST,Ice Cream & Waffle Cones,37.787136491086116,-122.4077185090006
Singh Brothers Ice Cream,Truck,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 YOSEMITE AVE,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.725181700728754,-122.38819268844395
"SOHOMEI, LLC",Truck,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),500 MASONIC AVE,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.77655004281911,-122.44630763555782
Subs on Hubs,Truck,,Assessors Block 8711/Lot021,Italian subs: Cuban sandwich: Gyro,37.7714019465879,-122.3917716468468
"SOHOMEI, LLC",Truck,CESAR CHAVEZ ST: SOUTH VAN NESS AVE to CAPP ST \ MISSION ST (3300 - 3398) -- NORTH --,3300 CESAR CHAVEZ ST,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.74854979425914,-122.41617066200786
John's Catering #5,Truck,HAYES ST: SHRADER ST to STANYAN ST (2200 - 2299),2200 HAYES ST,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),0,0
Serendipity SF,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,Meatloaf: Grilled Cheese: Chicken Sandwich: Caprese Salad: Kale Salad: Fries: Sweet Potato Fries: Mac and Cheese: Mashed Potatoes,37.79330427556103,-122.4014589984134
